0.1,0.101
0.2,0.1947
0.3,0.3048
0.4,0.4074
0.5,0.4985
0.6,0.6011
0.7,0.7014
0.8,0.8002
0.9,0.8988
1,0.9939
1.1,0.9984
1.2,0.9992
1.3,0.9996
1.4,0.9993
1.5,0.9997
1.6,0.9998
1.7,0.9997
1.8,0.9997
1.9,0.9997
2,1
